ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,Fout,Fout,Fout,Fout,Fout,Fout,Fout,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
68,ntE685yU8hurZutZv2yhyXNSda,,,,,,,,,,,1,1,2,1,1,3,2,21,2,1,1096,1,5,1,1,1,,1,6,2,0,1,2,4,4,3,4,3,,1,5,1,2,99999,5,4,5,5,1,5,2,7,4,4,4,2,,2,2,2,2,,1,4,4,2,4,3,0,5,4,4,2,1,2,1,2,2,2,2,4,4,2,4,4,1,1,2,0,0,2,2,"barry sloane, chris en liam hemsworth",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,32,2,8,,2,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,11-11-2014 21:41,,0,0,https://www.facebook.com/,1,0,0,V9999
69,bxVmTvYS4TYFwf49m5S6HfQ3Kd,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,23,1,2,4388,12,3,2,1,5,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,4,2,5,10,99999,1,4,2,2,2,3,4,2,3,4,3,2,3,1,1,5,4,5,1,3,1,3,3,0,0,0,3,angelina jolie ,1,36,1,8,,99999,99999,99999,99999,99999,,99999,,3,2,1,2,5,3,11-11-2014 21:52,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=2AQEFIono,1,0,0,V9999
70,29wAXJkhhEkHsbf6EpssXRWeey,,,,,,,,,,,5,3,3,3,5,3,2,21,2,1,5211,1,5,1,2,5,,1,5,2,0,3,4,3,3,2,4,5,,1,5,1,2,99999,5,4,5,5,1,5,3,8,4,3,5,3,,1,2,2,2,,2,3,4,2,4,11,0,5,4,5,3,2,2,1,1,3,1,1,4,2,2,3,2,1,2,3,2,0,0,6,-,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,40,1,8,,1,1,2,2,2,,1,,99999,99999,99999,99999,99999,99999,11-11-2014 21:55,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=2AQEFIono,1,0,0,V9999
71,TKnmYeHUnYpH98eN7mHthNHQPZ,,,,,,,,,,,1,6,6,4,5,3,1,25,2,2,1064,7,5,1,1,5,,2,5,2,0,3,5,2,4,2,4,1,,1,5,1,2,99999,5,4,3,2,1,5,3,6,4,5,4,3,,1,2,2,2,,1,3,5,1,5,5,0,3,3,4,2,3,4,4,4,2,2,2,2,4,1,5,4,2,1,3,0,0,0,3,Darren Hayes,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,66,1,3,,3,2,2,2,2,,1,,99999,99999,99999,99999,99999,99999,11-11-2014 22:02,,0,0,https://m.facebook.com,1,0,0,V9999
72,8DU6XwWtHyb4xuMzpcgakV3EFM,,,,,,,,,,,1,4,1,2,1,1,1,21,1,1,5152,1,5,1,1,1,,1,5,1,0,3,5,5,2,4,6,5,,2,5,1,2,99999,5,4,5,5,3,5,2,9,4,5,5,3,,1,2,2,2,,2,4,5,3,4,1,0,5,5,5,4,1,2,1,2,3,2,1,4,4,3,3,2,3,1,3,0,1,0,3,"Rose Leslie, Emily Browning, Nensi B Medina",2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,47,3,9,,1,1,2,2,4,MSN,1,,99999,99999,99999,99999,99999,99999,11-11-2014 22:06,,0,0,https://www.facebook.com/,1,0,0,V9999
74,CPqmgVrbfR4qteYdKpeAmzsztc,,,,,,,,,,,5,6,2,4,5,1,1,60,1,1,5481,1,2,3,1,1,,1,8,3,0,1,4,4,3,4,7,2,,3,2,3,1,2,4,4,4,4,3,3,1,7,3,3,3,2,,2,2,2,1,,3,3,5,3,5,99999,1,4,3,3,3,2,1,3,3,3,2,2,4,3,1,3,1,2,2,2,1,1,1,4,Ilse de lange,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,480,3,9,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,11-11-2014 22:10,,0,0,/direct/romeo&julia,1,0,0,V9999
76,HfFeT6qdgZHUw2w7kXUXKsHerY,,,,,,,,,,,1,6,2,3,5,1,2,55,1,1,5481,1,3,2,1,1,,1,8,1,0,1,3,3,3,3,7,2,,1,3,2,1,2,4,4,3,4,1,3,4,8,3,3,4,3,,2,2,2,1,,1,2,4,2,3,99999,1,3,3,3,3,2,3,2,3,2,2,2,4,4,2,4,0,1,1,1,3,2,2,2,Ik zou het niet weten,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,480,3,9,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,11-11-2014 22:37,,0,0,https://m.facebook.com,1,0,0,V9999
81,hd6w42q9GvuwwRfhZK5gx5ry6n,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,53,1,1,5481,1,3,2,2,1,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,3,1,5,6,99999,1,4,2,2,2,3,2,3,2,2,2,1,4,1,2,4,4,4,1,3,1,1,1,2,1,1,3,Geen idee op dit moment ,3,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,5,2,1,5,1,11-11-2014 22:55,,0,0,/direct/romeo&julia,1,0,0,V9999
82,RDjP4guUz3feCAw8XrPnN6eGvt,,,,,,,,,,,1,3,2,3,2,2,2,22,1,1,5481,1,5,1,2,5,,1,5,2,0,3,4,3,4,4,6,4,,2,5,1,2,99999,5,4,4,4,1,4,2,8,4,4,5,2,,2,2,2,2,,1,4,2,1,4,2,0,3,3,3,2,1,2,2,2,2,4,1,5,4,3,3,1,2,2,2,1,2,0,3,Manuel Broekman,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,66,3,1,,4,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11-11-2014 23:02,,0,0,/direct/romeo&julia,1,0,0,V9999
84,KxPXYUzsHPfEWsa5mBk7cAEx9A,,,,,,,,,,,5,6,1,4,5,3,1,30,2,1,1031,10,5,3,1,5,,1,8,1,0,1,3,3,3,4,7,7,samengewoond in studentenhuis,1,5,3,1,1,5,5,5,4,1,4,4,7,2,5,4,3,,2,2,2,1,,1,3,3,2,4,3,0,4,4,4,2,1,3,2,2,2,2,2,2,4,2,3,4,3,0,2,1,0,0,3,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,100,1,6,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 9:55,,0,0,/direct/romeo&julia,1,0,0,V9999
93,STk6qKtW5hFt5xzMZfPjGZKSTm,,,,,,,,,,,1,2,3,1,1,1,2,35,2,2,1018,10,5,1,2,5,,1,7,1,0,1,3,2,3,4,7,5,,1,5,4,1,2,5,5,5,5,1,4,4,8,4,2,4,3,,1,2,2,2,,1,5,5,1,5,9,0,5,4,5,3,1,2,1,2,4,2,2,4,4,2,4,2,2,2,3,1,0,0,6,"Echt, geen idee. ",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,138,3,9,,99999,99999,99999,99999,4,Ik weet echt niet meer hoe dat heette.,4,een combinatie van bovenstaande was  potentieel mogelijk.,99999,99999,99999,99999,99999,99999,12-11-2014 10:19,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
102,t6sZefFsFE82DqdFktYAyM3akF,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,19,2,2,5046,1,4,1,1,1,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,3,2,3,7,0,0,3,2,2,1,3,4,1,1,4,2,2,3,2,1,4,4,3,3,1,1,1,3,2,1,1,3,Weet ik niet,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,2,2,4,5,1,12-11-2014 10:22,,0,0,https://www.facebook.com/,1,0,0,V9999
103,gKENyH7YadPsfWde4a8zyvm29U,,,,,,,,,,,1,3,6,4,5,5,2,26,2,1,1054,11,5,1,2,5,,1,5,3,0,3,4,4,4,4,4,3,,1,5,3,2,99999,5,4,4,4,1,5,4,7,4,3,5,3,,1,2,2,2,,1,4,4,3,4,13,0,5,3,5,4,1,4,2,1,4,3,2,5,1,3,3,2,2,2,2,1,0,1,6,Sebastiaan Labrie met een snufje Jennifer Lawrence,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,36,1,8,,1,2,2,2,3,,1,,99999,99999,99999,99999,99999,99999,12-11-2014 10:23,,0,0,https://m.facebook.com,1,0,0,V9999
104,A786Bh66MVd4nEyUyXdA963Xv8,,,,,,,,,,,1,1,3,4,5,3,2,27,2,2,5211,1,5,2,1,5,,1,5,3,0,2,4,3,4,4,5,2,,1,3,3,2,99999,5,4,5,4,1,4,4,7,3,4,4,2,,2,2,2,2,,2,3,3,2,4,8,0,4,3,4,4,2,3,2,4,3,2,2,4,4,3,3,2,2,1,3,1,1,0,4,"Ryan Reynolds, Ryan Gossling",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,34,1,1,,2,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 10:24,,0,0,https://www.facebook.com/,1,0,0,V9999
105,5CR5TF5kB33kcSNpdWY4qvtBqM,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,55,2,1,5213,1,5,1,2,1,,1,3,5,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,3,3,4,4,40,0,2,1,1,2,4,3,4,5,4,4,3,2,4,2,2,2,2,3,3,2,2,2,0,0,1,6,"geen idee, dat zou louter om uiterlijk gaan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,F5vyy7cqdFVHUrvreZPfcpv8qn,,,,,,,,,,,5,6,6,4,5,5,1,38,2,1,1072,3,5,2,1,1,,3,6,2,0,1,5,3,3,4,6,2,,1,5,3,2,99999,5,4,5,4,1,5,4,8,3,1,4,5,expositie openingen,2,1,2,1,,1,2,2,4,4,15,0,4,3,3,4,2,1,1,2,1,1,2,2,4,1,1,2,2,1,1,1,1,2,1,George Clooney. Het juiste antwoord op 35 is Liefde. 19d ontbreekt het antwoord: weet ik niet. ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,156,1,8,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 10:26,,0,0,https://www.facebook.com/,1,0,0,V9999
107,zZhJXkcYdrjuFG4ycYT4vjt9KK,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,29,1,1,3155,11,5,1,1,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,2,2,3,3,4,0,1,2,2,2,4,5,2,4,5,4,4,2,5,2,3,4,3,4,3,2,3,1,1,0,0,2,kaley cuoco,1,31,2,8,,99999,99999,99999,99999,99999,,99999,,1,3,1,4,5,3,12-11-2014 10:27,,0,0,https://twitter.com/,1,0,0,V9999
115,Nghv7hNN5fXnzEsjfmXVGmvExk,,,,,,,,,,,1,2,2,4,2,3,2,21,2,1,5011,1,5,1,1,5,,1,5,2,0,3,4,2,4,4,6,4,,1,5,1,2,99999,5,4,5,5,2,5,2,7,4,5,5,4,,2,2,2,5,,1,5,5,2,5,2,0,5,4,5,5,2,4,2,2,4,4,1,3,4,2,4,2,1,2,3,0,2,0,4,Wentworth Miller (helaas is hij gay),1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,42,1,8,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 10:31,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
118,nxZmfzxnFUvhrXgVzpx8gh5nAv,,,,,,,,,,,1,2,3,4,5,5,1,24,2,1,5022,2,5,1,1,5,,1,7,1,0,1,3,4,2,4,7,5,,1,5,1,2,99999,5,5,5,5,2,5,3,7,2,5,5,3,,2,2,2,2,,1,4,3,2,1,1,0,5,5,5,2,2,1,1,1,4,3,1,3,4,1,5,3,2,2,3,0,0,0,4,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,72,3,9,,3,3,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 10:32,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
122,beNqUPCx9tf3dGR9fwGXwS4PSH,,,,,,,,,,,1,6,2,4,5,3,2,32,2,1,3817,9,5,3,1,1,,1,6,1,0,1,4,3,4,5,7,1,,1,5,3,2,99999,5,5,5,5,1,5,4,9,4,5,5,1,,1,2,2,1,,1,3,4,1,4,1,0,5,5,5,3,1,3,2,1,5,2,1,5,3,2,4,2,1,2,2,2,1,0,2,geen idee,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,91,3,9,,1,1,2,2,1,,1,,99999,99999,99999,99999,99999,99999,12-11-2014 10:35,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
123,xVShq8ykJbqrQZuV7en2qbJTZ2,,,,,,,,,,,4,3,2,2,5,1,1,28,2,2,5654,1,5,1,1,5,,2,6,1,0,1,5,4,4,3,7,1,,1,2,1,2,99999,4,3,5,4,5,5,3,6,2,2,4,1,,1,1,2,1,,2,4,3,3,4,5,0,4,3,4,5,3,3,3,2,2,2,2,4,5,4,3,2,2,3,2,0,0,1,6,Joseph Gordon-Levitt,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,84,3,9,,2,2,2,2,1,,3,,99999,99999,99999,99999,99999,99999,12-11-2014 10:36,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
124,Ta47dPf66mT3mNPytWcKGXPK9w,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,27,2,2,1107,10,5,1,2,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,4,4,8,28,0,2,2,2,3,4,4,1,5,1,1,3,3,4,2,5,1,3,3,4,1,3,1,0,1,0,6,Onmogelijke vraag! Beroemdheden ken ik namelijk niet echt. Het is een image van de beroemdheid die je ziet immers. Een image welke teweeg gebracht wordt door carrierekeuzes. Onmogelijk om op basis daarvan iem als ideale partner te classificeren,3,4,1,1,,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,5,12-11-2014 10:37,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
126,5zeXRcPh2hMYRz4s3H8eRtdr53,,,,,,,,,,,1,3,1,2,5,1,1,21,1,1,4793,1,5,2,2,5,,1,5,3,0,3,3,3,3,2,6,4,,4,3,1,2,99999,4,3,3,2,3,3,2,4,3,3,4,4,,2,2,2,4,,1,3,4,2,4,2,0,3,2,2,4,2,4,4,2,3,4,2,4,3,1,4,2,1,3,3,1,0,0,3,Angela Schijf,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,36,2,1,,3,3,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 10:39,,0,0,https://www.facebook.com/,1,0,0,V9999
128,jyPjmGWzqwRyY6R6ACGzEK3vh7,,,,,,,,,,,1,6,6,4,5,1,2,28,2,1,3572,2,5,1,1,1,,3,6,2,0,1,2,1,1,4,6,4,,1,5,1,2,99999,5,3,5,5,1,5,3,8,4,5,5,3,,2,2,2,5,,1,3,2,2,5,8,0,4,4,4,4,2,2,1,1,2,1,2,2,3,3,3,2,2,2,2,2,0,0,2,-,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,48,1,1,,4,4,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 10:42,,0,0,https://www.facebook.com/,1,0,0,V9999
129,G5sdbmAa79QPT8NdjjtBPubgpN,,,,,,,,,,,1,2,2,4,5,5,2,31,1,2,5171,1,5,1,1,5,,1,6,3,0,1,4,4,3,5,7,4,,1,5,3,1,2,5,4,5,5,4,5,4,9,4,5,5,3,,2,2,2,2,,2,4,4,2,4,99999,1,5,5,5,4,2,2,2,2,2,4,1,5,4,1,5,2,2,2,1,1,1,1,1,Colin Firth,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,96,1,8,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 10:53,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
130,tQk4z4a2beBqnuJM2vNJzysXqN,,,,,,,,,,,1,6,6,4,5,1,2,34,2,1,5025,10,5,2,2,5,,1,6,3,0,1,4,4,4,2,7,3,,1,5,2,2,99999,5,3,4,4,5,3,3,7,2,4,5,3,,2,2,2,1,,2,3,5,2,4,14,0,3,2,4,5,2,2,2,1,1,2,2,4,2,2,2,3,3,2,2,0,0,0,4,Lucas de Man ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,VNjKDX3QGA7dFyS5ftQsQ6Turr,,,,,,,,,,,1,6,6,4,5,5,1,29,2,1,1059,11,5,3,2,5,,2,6,2,0,1,5,1,3,5,7,2,,1,5,3,2,99999,5,4,5,5,3,3,2,8,3,2,5,2,,1,1,2,1,,1,2,5,5,3,100,0,5,3,5,4,1,1,1,2,3,2,2,4,4,4,2,5,1,2,2,0,0,0,6,nvt,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,102,1,6,,3,3,2,2,4,chatbox,3,,99999,99999,99999,99999,99999,99999,12-11-2014 11:02,,0,0,https://www.facebook.com/,1,0,0,V9999
132,eKUTKayKS3gpsafG8a5XZ6v5F7,,,,,,,,,,,1,3,2,4,1,1,2,24,1,1,5831,1,5,1,1,5,,1,6,2,0,1,5,4,4,4,7,5,,1,5,3,2,99999,5,5,5,5,1,4,4,7,3,4,5,3,,2,2,2,2,,1,5,5,4,3,4,0,5,5,5,2,1,4,2,2,2,1,1,5,3,2,4,2,2,2,1,1,0,2,8,Henry Cavill,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,65,1,1,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 11:03,,0,0,/direct/romeo&julia,1,0,0,V9999
136,VJf4DTFfn4sc7PFJ4utt28T7BC,,,,,,,,,,,1,2,2,1,1,3,1,49,2,1,5211,1,5,3,2,2,,2,8,5,0,1,5,2,5,5,7,2,,1,5,3,2,99999,5,4,5,5,3,5,2,9,5,4,5,1,,1,1,1,7,"ja, als je het maar vertelt",2,3,1,4,4,25,0,5,5,5,4,1,4,1,1,2,1,2,5,5,1,4,1,2,2,3,2,0,0,3,menno bentveld,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,301,2,10,uitblijven klik,2,2,1,2,2,,3,,99999,99999,99999,99999,99999,99999,12-11-2014 11:10,,0,0,https://www.facebook.com/,1,0,0,V9999
138,9z5WkWGVhTFkmzzJ4BzbbNUVSz,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,21,2,2,2011,10,3,1,2,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,4,2,8,6,0,1,2,2,3,5,5,3,5,5,4,1,3,2,2,5,3,3,3,2,2,2,1,1,1,1,2,ian somerhalder,4,30,1,8,,99999,99999,99999,99999,99999,,99999,,1,1,3,4,1,2,12-11-2014 11:22,,0,0,https://www.facebook.com/,1,0,0,V9999
140,GfRpHqcnrHaTssCfVkCM9sbQbe,,,,,,,,,,,5,6,6,4,5,1,2,21,2,1,1061,10,5,1,2,5,,1,5,1,0,3,3,2,2,3,4,4,,5,5,1,2,99999,5,4,5,4,1,5,4,7,3,5,3,2,,2,2,2,1,,1,4,4,3,4,1,0,4,3,4,3,1,3,2,3,3,3,2,3,4,1,4,2,1,3,2,2,0,0,1,Javier Bardem,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,12,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 11:24,,0,0,https://www.facebook.com/,1,0,0,V9999
141,8aWP7YDjKEE7aVseMFkQ4rpWXP,,,,,,,,,,,1,1,1,2,1,3,1,34,2,1,1059,10,5,3,1,1,,1,6,2,0,1,5,4,4,2,7,3,,1,5,3,1,1,5,4,4,4,2,4,4,8,4,2,4,3,,2,1,2,4,,2,4,2,4,5,11,0,4,4,4,4,2,4,2,2,3,4,2,4,4,2,4,3,3,3,1,0,0,0,6,Nathalie Portman,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,132,2,3,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 11:25,,0,0,/direct/romeo&julia,1,0,0,V9999
